Index,year,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Year,Station
2,,72.21360957221866,61.461427955230214,140.70249018275587,431.2323127819822,1389.7503509244286,1768.3964277763146,2381.06445031332,1710.2856568846712,643.119237768679,346.91007528813424,213.56407129381296,115.01724969390118,year,1-105 Zambezi At Chavuma Mission (130400)
3,,72.21360957221866,62.736928550610415,150.60358376227845,488.71918936875977,1378.9059018455252,1797.3041022681418,2338.8610355135593,1556.885475093166,628.9053165979172,338.34083364523207,207.7394183894373,112.7957329860016,year,1-105 Zambezi At Chavuma Mission (130400)
4,,71.98657381761967,62.95063314060062,149.97608920662117,522.4401786852368,1352.3714154284662,1896.7471036701015,2286.5747755883667,1495.927381716395,614.2481215091166,334.3146966306844,204.85372100175798,111.69213573239266,year,1-105 Zambezi At Chavuma Mission (130400)
5,,70.63097652716672,61.461427955230214,149.34974876606253,554.3576067346254,1349.0705776906393,1867.1424978348007,2307.4268002075028,1444.5328443182539,571.1928945296166,329.86612490105875,200.9149444175067,110.86757535814337,year,1-105 Zambezi At Chavuma Mission (130400)
6,,71.30735648015806,69.2867416960893,150.91776365376177,640.1464700705233,1312.1812226419381,1889.0875732682887,2310.561792512602,1441.9839045179208,570.6281466507608,324.56251315172915,198.0715522779971,109.49929142841297,year,1-105 Zambezi At Chavuma Mission (130400)
7,,70.40614762954553,68.61889333147248,153.7583482260114,673.7872684311355,1280.57533926633,1923.6628825639923,2274.1035922817623,1393.9312522993062,562.1864703254939,319.29679705242137,191.04129260173798,108.13849630753806,year,1-105 Zambezi At Chavuma Mission (130400)
8,,69.2867416960893,69.73355587633175,160.15410925232487,740.7983237346263,1288.6470517091398,1935.249320885561,2450.3528625838426,1352.3714154284662,555.4730549538373,311.4694392553321,190.6927189949426,106.24598562483115,year,1-105 Zambezi At Chavuma Mission (130400)
9,,66.41333706220134,69.50999067343359,170.62528764346567,784.4197172128422,1292.6912819475217,1925.5918275363613,2515.0870244073317,1311.3665780170404,553.2431461003188,303.7277663932038,190.3444257737413,104.1011559868289,year,1-105 Zambezi At Chavuma Mission (130400)
10,,65.75786451662806,70.85612104790349,173.95730009940294,896.1823827300216,1264.4989651609362,1896.7471036701015,2642.3423589435515,1262.0952262694786,550.4613167540715,300.3145938807682,188.60716759292882,103.30181483277406,year,1-105 Zambezi At Chavuma Mission (130400)
11,,65.75786451662806,69.73355587633175,180.70630231666357,947.791109935255,1264.4989651609362,1851.9430001335397,2719.3465647799717,1231.8223881935708,519.1860146153123,299.0390355340862,186.18679951366593,102.24025001566413,year,1-105 Zambezi At Chavuma Mission (130400)
12,,65.75786451662806,73.58243058305622,184.4663995147381,1058.5084640053626,1272.5259714834801,1861.436274574682,2799.59793691196,1181.5697605005325,511.62781329336093,292.2764807547032,184.12316375715753,98.30246761132098,year,1-105 Zambezi At Chavuma Mission (130400)
13,,64.8883582506102,73.81166740397586,206.29434753751028,1137.5913612514203,1151.3998907228097,1953.6571508179325,2909.7378964673503,1154.478413582896,502.5156878977797,285.9985368246671,180.70630231666357,96.23021207129278,year,1-105 Zambezi At Chavuma Mission (130400)
14,,64.23957581990824,74.04121819524732,208.1013800932783,1187.8008990791006,1093.5972240150834,2082.657298079825,3044.1339953260417,1081.595549316301,493.4757556077416,277.72147895372916,180.02631427718248,95.71518824998648,year,1-105 Zambezi At Chavuma Mission (130400)
15,,63.59366629570455,73.81166740397586,207.37773422425406,1234.9937542211935,1048.154006212041,2277.2185719199015,3194.444799873312,1088.3393145805817,478.2217601521935,276.89966511770865,177.65525243144901,93.92219844021487,year,1-105 Zambezi At Chavuma Mission (130400)
16,,62.09773598193063,75.1936776490121,211.00705821988328,1272.5259714834801,1041.5212512003768,2391.6672124272122,3306.206007427357,1068.1634340514624,468.34229875938985,271.58404101729025,176.64332322706213,93.4126598940682,year,1-105 Zambezi At Chavuma Mission (130400)
17,,60.617510446350074,75.8889135672136,211.73624912299044,1331.7994952463569,1045.9410275789376,2393.79025416193,3308.6543825611902,1026.116987918546,459.06669106547207,265.5070863168658,173.95730009940294,91.63889650302134,year,1-105 Zambezi At Chavuma Mission (130400)
18,,59.569846686605906,76.8202753301173,213.1979533823435,1393.9312522993062,1094.3492648440567,2394.852086121944,3257.406229508706,1002.8384384970758,447.84096162390796,261.89001330743747,169.30043452914882,89.13096554523686,year,1-105 Zambezi At Chavuma Mission (130400)
19,,58.945112513383386,77.75663675804199,215.76658592025098,1430.9614160267627,1133.7686848808605,2286.5747755883667,3154.7694616478116,967.6499265532161,442.77885652426556,261.4894655544143,163.39496640717596,88.63305999186002,year,1-105 Zambezi At Chavuma Mission (130400)
20,,58.945112513383386,82.03194196462992,216.50296836092096,1526.2724005427692,1191.702688667721,2258.556869769564,3039.4145250816205,942.8547600551012,433.23075211807765,256.3069354824562,160.15410925232487,86.65373388724292,year,1-105 Zambezi At Chavuma Mission (130400)
21,,57.91034072966683,84.20730484786353,219.089003484697,1567.4429796996783,1354.0231663523723,2148.009911609966,2907.4242378077765,904.4648564223486,423.7744355750402,252.74582032835372,156.94188011800767,86.16198052871152,year,1-105 Zambezi At Chavuma Mission (130400)
22,,54.85457206628558,84.20730484786353,221.6885520628701,1570.0872647028025,1360.6390474015204,2113.714545333697,2730.5873570614112,891.3664423695333,413.4297977692671,249.2066664664577,155.3465226529814,85.18217345410152,year,1-105 Zambezi At Chavuma Mission (130400)
23,,53.852222937086076,89.88012605566769,222.80677637206,1541.1081679701554,1360.6390474015204,2088.65257466199,2632.3702027534473,857.2997723943622,407.56917970182013,245.68951084192162,154.07540804667485,96.48818033042663,year,1-105 Zambezi At Chavuma Mission (130400)
24,,52.46262996346062,92.39724694845589,221.6885520628701,1520.1819318880089,1393.9312522993062,2071.6856751564674,2478.3130565557376,830.4682166495373,400.7784096477709,241.80740593157412,149.97608920662117,95.20138200706018,year,1-105 Zambezi At Chavuma Mission (130400)
25,,52.46262996346062,101.44724719567844,223.9274777691876,1514.9700680549315,1454.7484228219057,2103.6739598305257,2395.9141254624446,808.6155208937028,391.1645890769632,237.18486264447807,148.10053253528312,93.92219844021487,year,1-105 Zambezi At Chavuma Mission (130400)
26,,53.45356423498067,108.13849630753806,228.43502469341843,1530.6293002066857,1462.430905323261,2198.8853253248185,2192.7525927467555,787.6704953424892,383.0737740942007,231.08268167096142,144.38064283379987,93.4126598940682,year,1-105 Zambezi At Chavuma Mission (130400)
27,,53.852222937086076,114.46008197892331,249.2066664664577,1521.9209713894236,1522.790819489924,2317.8840634163676,2089.6525252600422,759.9075530287885,376.9369835653678,229.19012685043273,142.2299733804411,91.63889650302134,year,1-105 Zambezi At Chavuma Mission (130400)
28,,54.85457206628558,117.82094266385954,257.8966930486684,1497.654150531958,1627.8614082293877,2381.06445031332,1985.8108984993787,735.7387558193026,370.84388177203823,223.5536354963388,141.00740565752182,89.63009906438911,year,1-105 Zambezi At Chavuma Mission (130400)
29,,58.945112513383386,124.67080142016891,267.5260074911365,1478.7079693741998,,2383.183342901901,1885.2629275301076,726.9212800821298,364.33103629957554,222.80677637206,138.87910534404563,89.88012605566769,year,1-105 Zambezi At Chavuma Mission (130400)
30,,58.945112513383386,148.10053253528312,298.18999195549793,1436.0440897889905,,2383.183342901901,1787.9564939892914,701.3684511163565,361.555384321132,219.089003484697,121.79598143774304,88.88185922163706,year,1-105 Zambezi At Chavuma Mission (130400)
31,,62.09773598193063,,327.6516860077691,1398.1176836471195,,2349.380722057179,,684.1495423291824,,219.089003484697,119.23393002757453,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,87.39367384897439,69.73355587633175,97.52309342759507,186.8769282498825,907.9257875795087,700.7502458363326,688.4365939222816,964.0904119096313,421.7953506858608,244.91091186339386,149.03701151883433,91.8913741408482,year,1-105 Zambezi At Chavuma Mission (130400)
2,,86.9000726555025,68.61889333147248,97.26390933761523,207.01632765538065,918.3434899161688,732.5842829920788,726.2932524500645,930.9137730633189,409.03087910210377,241.0342540141822,146.85593969647738,90.63204673472526,year,1-105 Zambezi At Chavuma Mission (130400)
3,,85.18217345410152,67.51214860643798,97.52309342759507,212.1012599664273,1047.4161177972032,738.8991962716092,813.2294898832412,911.3925386418099,400.7784096477709,234.1250165896962,142.53634139347335,90.13045973222131,year,1-105 Zambezi At Chavuma Mission (130400)
4,,84.93799305718468,67.51214860643798,100.13162291591192,220.9444460836623,1143.7194268560515,764.3971904586244,863.3886066878212,894.117008915934,394.0379391438715,230.3248372527132,137.97134289774215,87.39367384897439,year,1-105 Zambezi At Chavuma Mission (130400)
5,,81.31239790907358,67.51214860643798,105.70797260690625,224.67598746236735,1114.7403661170451,765.0395179057406,954.1545202065322,866.7794902920514,384.0217680461252,228.43502469341843,136.76507309804748,86.9000726555025,year,1-105 Zambezi At Chavuma Mission (130400)
6,,80.83425353734718,67.9538953787699,110.04570696563805,224.67598746236735,1115.4987747258315,757.9869890313073,1003.5623306972965,857.9753722565226,383.0737740942007,224.67598746236735,132.2831713181024,85.42666250503457,year,1-105 Zambezi At Chavuma Mission (130400)
7,,81.31239790907358,74.2710828406879,110.04570696563805,226.55207250610192,1099.6199244033576,758.626939203509,1048.8921234717318,834.4689860551122,369.91036459507427,219.089003484697,129.03831027932898,84.20730484786353,year,1-105 Zambezi At Chavuma Mission (130400)
8,,81.31239790907358,61.03882687625313,110.86757535814337,253.93042038377027,1040.0498243465597,777.2888556840915,1114.7403661170451,814.5498899347732,358.32894517267636,217.24045550213305,129.03831027932898,83.2373814902116,year,1-105 Zambezi At Chavuma Mission (130400)
9,,80.83425353734718,61.03882687625313,112.7957329860016,265.5070863168658,990.5674854723928,785.069399154218,1141.4197031775445,794.1898066130825,352.37080721808417,212.46654766197256,127.86716766510335,82.27241021471552,year,1-105 Zambezi At Chavuma Mission (130400)
10,,80.595647178137,83.7217245871257,114.46008197892331,271.1770272094654,966.9375614731046,794.8430390918967,1169.925298799857,770.8311539188978,351.0021034413144,209.9153496792969,126.40985648810043,81.79178375804592,year,1-105 Zambezi At Chavuma Mission (130400)
11,,78.93410833629937,83.7217245871257,129.3318304987465,291.85608414991117,931.61432823259,800.0774115747773,1216.0194559876443,753.5139992153354,342.83919490566956,205.2134607782542,122.08213380449874,80.1193666603084,year,1-105 Zambezi At Chavuma Mission (130400)
12,,78.6979906362487,84.20730484786353,121.79598143774304,311.4694392553321,910.0051399975854,804.669895313404,1273.3299022738213,735.7387558193026,335.65438366963696,201.6285800927897,120.08528143789805,81.79178375804592,year,1-105 Zambezi At Chavuma Mission (130400)
13,,76.8202753301173,86.65373388724292,124.95990701899782,335.65438366963696,873.5788112728961,805.3269092846575,1335.9027672043549,723.1567008762636,334.3146966306844,200.20242332573383,117.82094266385954,77.05389725134314,year,1-105 Zambezi At Chavuma Mission (130400)
14,,77.28783153826382,88.63305999186002,125.53900275514668,350.5463902326334,846.5220671411447,804.669895313404,1389.7503509244286,698.2798259218382,325.8848662428422,196.30350165489062,116.69589733527144,76.58696588766318,year,1-105 Zambezi At Chavuma Mission (130400)
15,,74.2710828406879,89.88012605566769,126.99189811857637,369.91036459507427,831.1344234722017,793.5368106740226,1401.4708089776768,676.8277651110486,321.04782057604973,193.83996802998345,115.5756086161832,75.42510983107277,year,1-105 Zambezi At Chavuma Mission (130400)
16,,74.73175323056441,93.66727657700399,130.8038350154251,423.27928187054124,803.3565759051678,785.069399154218,1398.1176836471195,659.8787070785011,313.6351212636515,186.8769282498825,115.01724969390118,74.73175323056441,year,1-105 Zambezi At Chavuma Mission (130400)
17,,75.42510983107277,91.13485926095802,134.66533503062104,427.74483967303615,790.275379887238,771.4758562620405,1387.2444653101593,640.7405383215662,310.173203203721,186.18679951366593,112.51938571184782,74.73175323056441,year,1-105 Zambezi At Chavuma Mission (130400)
18,,74.73175323056441,96.74645269241493,136.16368819757662,526.7929872269655,767.6112034208081,759.2671272106401,1347.4214911354134,625.9617033928155,305.0120839894514,183.78020955928736,112.24333701988219,72.66862533516718,year,1-105 Zambezi At Chavuma Mission (130400)
19,,74.04121819524732,96.74645269241493,138.57622657625765,514.8610649833469,756.0685657635933,739.5320002086859,1315.4420289579225,605.52694572896,299.4639559641134,182.75303695009146,110.86757535814337,72.21360957221866,year,1-105 Zambezi At Chavuma Mission (130400)
20,,74.2710828406879,98.04237266054173,135.56347078020372,513.2433178533344,738.8991962716092,728.8067971694903,1291.881989441425,583.6795390910044,291.4359540618514,180.02631427718248,109.77234946545562,70.85612104790349,year,1-105 Zambezi At Chavuma Mission (130400)
21,,74.50126122435852,98.04237266054173,156.30287572831085,515.9408085268567,730.6944650271503,704.4630780633413,1246.1218042678063,569.4993890612262,288.08451346108757,176.64332322706213,107.0552596568901,69.9574371837721,year,1-105 Zambezi At Chavuma Mission (130400)
22,,75.42510983107277,96.74645269241493,151.23223185881483,527.3382064245574,729.4357808469989,690.2775113073604,1228.6546138894566,550.4613167540715,285.9985368246671,172.621089797327,105.70797260690625,68.39691047176713,year,1-105 Zambezi At Chavuma Mission (130400)
23,,75.42510983107277,98.04237266054173,155.3465226529814,610.1714047191558,720.0261292096227,676.8277651110486,1192.483722767181,532.8040537679568,281.01945445691035,169.96229256959714,104.36820588625936,67.51214860643798,year,1-105 Zambezi At Chavuma Mission (130400)
24,,74.2710828406879,98.04237266054173,160.15410925232487,702.60558186139,713.1599360725608,669.540705081615,1151.3998907228097,514.3215668175143,276.89966511770865,168.3097805635326,102.24025001566413,66.41333706220134,year,1-105 Zambezi At Chavuma Mission (130400)
25,,73.12489931823328,97.52309342759507,170.62528764346567,765.6820829492849,703.8436726850179,652.6728287100336,1114.7403661170451,505.1882376380846,269.55166107478146,167.98013166559164,100.92008995129143,65.54001014881334,year,1-105 Zambezi At Chavuma Mission (130400)
26,,72.66862533516718,97.00502906037913,173.28862774353763,803.3565759051678,700.1322806516117,653.8713882921382,1085.3398065527663,494.53552493141757,268.3354613749926,160.15410925232487,98.82356770231694,64.67177844130924,year,1-105 Zambezi At Chavuma Mission (130400)
27,,73.12489931823328,97.52309342759507,173.95730009940294,825.1470341746643,690.2775113073604,646.098069566209,1048.8921234717318,474.05091750280644,263.4949036336062,155.66501978357732,94.94493572156877,64.23957581990824,year,1-105 Zambezi At Chavuma Mission (130400)
28,,72.44096011737486,97.52309342759507,176.30657931654554,833.1344554178694,700.1322806516117,646.6945633235988,1025.3859738236185,463.17909459976187,257.8966930486684,155.66501978357732,94.17742538485278,64.8883582506102,year,1-105 Zambezi At Chavuma Mission (130400)
